customer_id,customer_segment,acquisition_channel,customer_state,total_orders_placed,completed_orders,failed_orders,recency_days,customer_tenure_days,total_lifetime_spend,average_order_value,total_units_purchased,discount_sensitivity_pct,category_diversity_count,avg_installments,is_credit_card_user,is_upi_user,avg_csat_score,negative_feedback_count,is_churned,churn_probability,churn_risk_tier,revenue_at_risk
CUST_002360,SME,Paid Google Ads,Telangana,6,4,2,330,238,10207.45,2551.86,7,5.93,3,2.1666666666666665,1,1,4.17,1,1,0.5533,Moderate Risk (40-69%),5647.78
CUST_002362,Consumer,Organic Search,Telangana,3,3,0,22,106,9093.05,3031.02,4,1.23,4,2.6666666666666665,1,1,5.0,0,0,0.3195,Low Risk (<40%),2905.23
CUST_002363,Consumer,Organic Search,Haryana,2,2,0,399,65,2786.05,1393.03,2,2.39,2,1.0,1,1,4.5,0,1,0.3924,Low Risk (<40%),1093.25
CUST_002364,SME,Paid Google Ads,Tamil Nadu,2,1,1,78,60,2498.2,2498.2,1,19.36,1,1.0,0,1,4.5,0,0,0.4238,Moderate Risk (40-69%),1058.74
CUST_002365,Consumer,Organic Search,Maharashtra,2,2,0,246,97,4543.25,2271.63,5,4.97,2,1.0,0,1,4.5,0,1,0.4436,Moderate Risk (40-69%),2015.39
CUST_002366,Consumer,Email Campaign,West Bengal,2,2,0,680,94,998.1,499.05,2,5.0,2,1.0,0,1,4.0,0,1,0.5344,Moderate Risk (40-69%),533.38
CUST_002367,Consumer,Referral,Haryana,1,1,0,576,0,578.2,578.2,1,17.16,1,1.0,0,1,2.0,1,1,0.8601,Critical Risk (>=70%),497.31
CUST_002368,Consumer,Paid Google Ads,Gujarat,2,2,0,605,125,3695.0,1847.0,3,0.0,2,1.0,0,1,4.5,0,1,0.4143,Moderate Risk (40-69%),1530.84
CUST_002369,Corporate,Organic Search,Gujarat,1,1,0,92,0,4299.0,4299.0,1,0.0,1,1.0,0,1,1.0,1,1,0.8109,Critical Risk (>=70%),3486.06
CUST_002371,Consumer,Referral,West Bengal,1,1,0,741,0,1499.0,1499.0,1,0.0,1,6.0,1,0,1.0,1,1,0.7772,Critical Risk (>=70%),1165.02
CUST_002372,Consumer,Paid Google Ads,Haryana,3,3,0,762,154,6844.6,2281.53,4,14.83,2,2.6666666666666665,1,1,4.67,0,1,0.4465,Moderate Risk (40-69%),3056.11
CUST_002373,Consumer,Organic Search,West Bengal,10,10,0,354,443,34395.0,3439.5,14,6.87,5,2.2,1,1,4.3,1,1,0.5838,Moderate Risk (40-69%),20079.8
CUST_002374,SME,Paid Google Ads,West Bengal,4,4,0,78,170,20337.3,5084.32,9,4.22,4,1.0,0,1,4.75,0,0,0.3447,Low Risk (<40%),7010.27
CUST_002375,Corporate,Organic Search,Gujarat,5,5,0,538,175,39006.0,7801.2,10,9.7,4,2.2,1,1,4.0,0,1,0.4169,Moderate Risk (40-69%),16261.6
CUST_002376,Consumer,Paid Google Ads,Maharashtra,1,1,0,191,0,698.0,698.0,1,0.0,1,1.0,0,1,1.0,1,1,0.8304,Critical Risk (>=70%),579.62
CUST_002377,Consumer,Organic Search,Uttar Pradesh,1,1,0,261,0,1178.1,1178.1,1,9.24,1,1.0,1,0,1.0,1,1,0.8188,Critical Risk (>=70%),964.63
CUST_002378,Consumer,Referral,Gujarat,10,10,0,137,418,33226.9,3322.69,14,5.66,4,1.2,1,1,4.5,0,1,0.4199,Moderate Risk (40-69%),13951.98
CUST_002380,Consumer,Email Campaign,Gujarat,8,8,0,6,338,43248.5,5406.06,13,3.99,5,1.875,1,1,3.88,1,0,0.44,Moderate Risk (40-69%),19029.34
CUST_002381,Consumer,Organic Search,Uttar Pradesh,1,1,0,357,0,1578.15,1578.15,1,14.6,1,1.0,0,0,3.0,0,1,0.6815,Moderate Risk (40-69%),1075.51
CUST_002382,Consumer,Email Campaign,Delhi,5,5,0,32,195,15138.2,3027.64,8,2.49,4,1.4,1,1,4.2,1,0,0.5262,Moderate Risk (40-69%),7965.72
CUST_002383,Corporate,Paid Google Ads,Karnataka,3,3,0,76,193,6863.05,2287.68,4,1.16,2,1.6666666666666667,1,1,4.67,0,0,0.358,Low Risk (<40%),2456.97
CUST_002384,Consumer,Organic Search,Uttar Pradesh,6,6,0,380,240,30951.85,5158.64,11,7.37,4,1.6666666666666667,1,1,4.5,0,1,0.357,Low Risk (<40%),11049.81
CUST_002385,Consumer,Paid Google Ads,Telangana,3,3,0,501,214,10844.4,3614.8,4,9.94,2,1.6666666666666667,1,1,4.33,0,1,0.3915,Low Risk (<40%),4245.58
CUST_002386,Consumer,Organic Search,Delhi,1,1,0,309,0,2567.1,2567.1,2,4.82,1,1.0,0,1,2.0,1,1,0.8338,Critical Risk (>=70%),2140.45
CUST_002387,SME,Paid Google Ads,Gujarat,6,6,0,744,210,23178.3,3863.05,9,3.29,3,1.3333333333333333,1,1,3.5,1,1,0.6146,Moderate Risk (40-69%),14245.38
CUST_002388,Consumer,Paid Google Ads,Maharashtra,5,5,0,561,239,7372.2,1474.44,5,3.95,4,1.0,1,1,3.8,1,1,0.5574,Moderate Risk (40-69%),4109.26
CUST_002389,Consumer,Paid Google Ads,Haryana,1,1,0,943,0,7231.05,7231.05,3,1.67,2,1.0,1,0,2.0,1,1,0.862,Critical Risk (>=70%),6233.17
CUST_002390,Consumer,Organic Search,Rajasthan,7,7,0,474,322,44561.05,6365.86,14,6.27,4,1.2857142857142858,1,1,4.71,0,1,0.3406,Low Risk (<40%),15177.49
CUST_002391,Consumer,Organic Search,Rajasthan,5,5,0,424,195,25714.25,5142.85,7,3.33,3,1.0,0,1,4.6,0,1,0.3981,Low Risk (<40%),10236.84
CUST_002392,Consumer,Organic Search,Delhi,1,1,0,521,0,515.65,515.65,1,13.77,1,1.0,1,0,1.0,1,1,0.8243,Critical Risk (>=70%),425.05
CUST_002393,Consumer,Referral,Delhi,1,1,0,941,0,9064.699999999999,9064.7,2,9.99,2,1.0,0,1,5.0,0,1,0.5587,Moderate Risk (40-69%),5064.45
CUST_002394,SME,Organic Search,Haryana,8,8,0,342,334,49391.55,6173.94,12,5.44,5,1.5,1,1,4.25,1,1,0.4873,Moderate Risk (40-69%),24068.5
CUST_002395,Consumer,Referral,Delhi,7,7,0,195,268,23373.95,3339.14,11,4.24,5,2.4285714285714284,1,1,4.14,1,1,0.4586,Moderate Risk (40-69%),10719.29
CUST_002396,Corporate,Email Campaign,Delhi,3,3,0,10,286,20883.2,6961.07,4,5.0,3,3.3333333333333335,1,1,4.67,0,0,0.2936,Low Risk (<40%),6131.31
CUST_002397,Corporate,Social Media / Instagram,Uttar Pradesh,5,4,1,589,316,20680.350000000002,5170.09,7,4.97,3,2.0,1,1,4.4,1,1,0.5153,Moderate Risk (40-69%),10656.58
CUST_002398,Consumer,Referral,Gujarat,1,1,0,779,0,5048.0,5048.0,1,0.0,1,1.0,0,1,1.0,1,1,0.7934,Critical Risk (>=70%),4005.08
CUST_002399,Consumer,Email Campaign,Maharashtra,1,1,0,481,0,17147.1,17147.1,2,4.99,1,1.0,0,1,3.0,0,1,0.8198,Critical Risk (>=70%),14057.19
CUST_002400,SME,Organic Search,Rajasthan,4,3,1,68,231,8470.3,2823.43,4,7.5,3,1.0,0,1,5.0,0,0,0.3431,Low Risk (<40%),2906.16
CUST_002401,SME,Social Media / Instagram,Haryana,5,4,1,293,389,12730.25,3182.56,6,3.91,4,2.0,1,1,3.8,1,1,0.574,Moderate Risk (40-69%),7307.16
CUST_002402,Consumer,Social Media / Instagram,West Bengal,3,3,0,327,230,20918.2,6972.73,7,2.43,4,1.0,1,0,4.33,0,1,0.3668,Low Risk (<40%),7672.8
CUST_002403,Consumer,Organic Search,Karnataka,4,4,0,50,350,24092.5,6023.13,7,6.7,4,3.5,1,1,5.0,0,0,0.3381,Low Risk (<40%),8145.67
CUST_002404,Consumer,Social Media / Instagram,Uttar Pradesh,1,1,0,677,0,3042.1499999999996,3042.15,2,7.32,2,3.0,1,0,3.0,0,1,0.76,Critical Risk (>=70%),2312.03
CUST_002405,SME,Organic Search,Maharashtra,5,5,0,486,395,21167.45,4233.49,8,6.34,4,1.0,0,1,4.6,0,1,0.4371,Moderate Risk (40-69%),9252.29
CUST_002406,Corporate,Paid Google Ads,Rajasthan,3,3,0,87,228,9908.1,3302.7,5,1.95,4,2.6666666666666665,1,1,4.67,0,0,0.3274,Low Risk (<40%),3243.91
CUST_002407,Consumer,Email Campaign,Maharashtra,4,4,0,452,127,22088.2,5522.05,4,4.93,3,2.25,1,1,4.5,0,1,0.3958,Low Risk (<40%),8742.51
CUST_002408,SME,Social Media / Instagram,Haryana,1,1,0,530,0,4133.05,4133.05,1,4.94,1,1.0,0,0,3.0,0,1,0.8315,Critical Risk (>=70%),3436.63
CUST_002409,Consumer,Social Media / Instagram,Haryana,3,3,0,810,116,5914.2,1971.4,4,6.62,3,1.0,0,1,3.67,1,1,0.5074,Moderate Risk (40-69%),3000.87
CUST_002410,Corporate,Referral,Karnataka,2,2,0,171,71,6597.0,3298.0,2,0.0,1,3.5,1,0,4.5,0,1,0.3108,Low Risk (<40%),2050.35
CUST_002411,Consumer,Social Media / Instagram,Tamil Nadu,10,9,1,472,484,33814.9,3757.21,15,5.59,5,1.5,1,1,4.7,0,1,0.4933,Moderate Risk (40-69%),16680.89
CUST_002412,Corporate,Organic Search,Uttar Pradesh,8,8,0,322,354,20410.25,2551.28,10,2.43,4,1.5,1,1,3.63,2,1,0.5908,Moderate Risk (40-69%),12058.38
CUST_002413,SME,Referral,Tamil Nadu,4,4,0,683,107,15451.2,3862.8,5,3.61,4,2.25,1,1,3.5,1,1,0.56,Moderate Risk (40-69%),8652.67
CUST_002414,Corporate,Paid Google Ads,Tamil Nadu,10,10,0,309,505,35788.85,3578.88,16,5.16,5,1.4,1,1,4.6,0,1,0.5455,Moderate Risk (40-69%),19522.82
CUST_002415,Consumer,Referral,Tamil Nadu,1,1,0,541,0,4299.0,4299.0,1,0.0,1,1.0,0,1,4.0,0,1,0.6135,Moderate Risk (40-69%),2637.44
CUST_002416,Corporate,Social Media / Instagram,Telangana,2,2,0,571,122,6005.3,3002.65,5,6.0,3,1.0,0,1,4.0,0,1,0.3789,Low Risk (<40%),2275.41
CUST_002418,Consumer,Social Media / Instagram,West Bengal,10,10,0,142,425,32938.9,3293.89,17,2.44,5,1.6,1,1,4.1,1,1,0.5821,Moderate Risk (40-69%),19173.73
CUST_002419,Consumer,Organic Search,West Bengal,7,7,0,42,280,24135.55,3447.94,12,4.27,5,1.0,0,1,4.29,0,0,0.3623,Low Risk (<40%),8744.31
CUST_002420,Consumer,Paid Google Ads,Delhi,4,4,0,680,123,19586.5,4896.63,8,6.12,4,2.75,1,1,4.0,1,1,0.562,Moderate Risk (40-69%),11007.61
CUST_002421,Consumer,Organic Search,Telangana,1,1,0,97,0,5048.0,5048.0,1,0.0,1,1.0,1,0,3.0,0,1,0.7672,Critical Risk (>=70%),3872.83
CUST_002422,Consumer,Referral,Karnataka,6,6,0,542,223,26627.75,4437.96,15,5.26,5,2.1666666666666665,1,1,4.67,0,1,0.3832,Low Risk (<40%),10203.75
CUST_002423,Consumer,Paid Google Ads,Haryana,5,5,0,584,354,9333.1,1866.62,6,1.41,4,2.2,1,0,4.6,0,1,0.4804,Moderate Risk (40-69%),4483.62
CUST_002424,Consumer,Referral,Karnataka,7,7,0,416,368,32065.8,4580.83,16,5.86,5,2.4285714285714284,1,1,4.0,2,1,0.5074,Moderate Risk (40-69%),16270.19
CUST_002425,Consumer,Paid Google Ads,Karnataka,5,4,1,20,196,13930.45,3482.61,6,8.53,3,2.0,1,1,4.8,0,0,0.3614,Low Risk (<40%),5034.46
CUST_002426,Consumer,Paid Google Ads,Rajasthan,1,1,0,779,0,16197.1,16197.1,2,4.99,1,1.0,0,0,4.0,0,1,0.6061,Moderate Risk (40-69%),9817.06
CUST_002427,Consumer,Email Campaign,Gujarat,5,5,0,474,150,20373.25,4074.65,8,2.83,4,1.0,1,1,4.2,1,1,0.5642,Moderate Risk (40-69%),11494.59
CUST_002428,Consumer,Organic Search,Telangana,6,6,0,35,277,28894.05,4815.68,9,0.7,3,1.8333333333333333,1,1,4.5,0,0,0.3556,Low Risk (<40%),10274.72
CUST_002429,Corporate,Paid Google Ads,Uttar Pradesh,6,4,2,504,237,4543.25,1135.81,4,6.0,3,1.3333333333333333,1,1,4.67,0,1,0.5117,Moderate Risk (40-69%),2324.78
CUST_002430,Consumer,Paid Google Ads,Tamil Nadu,1,1,0,82,0,4499.1,4499.1,1,10.0,1,1.0,0,1,5.0,0,0,0.4329,Moderate Risk (40-69%),1947.66
CUST_002431,Consumer,Paid Google Ads,Tamil Nadu,2,2,0,686,142,8457.75,4228.88,3,7.06,2,1.0,1,0,4.5,0,1,0.3227,Low Risk (<40%),2729.32
CUST_002432,Consumer,Organic Search,Gujarat,3,3,0,244,199,5570.05,1856.68,3,1.67,3,1.0,1,1,4.0,1,1,0.4963,Moderate Risk (40-69%),2764.42
CUST_002433,Consumer,Email Campaign,Rajasthan,6,6,0,340,255,16748.75,2791.46,8,9.14,4,1.8333333333333333,1,0,4.5,0,1,0.397,Low Risk (<40%),6649.25
CUST_002434,Consumer,Paid Google Ads,Karnataka,4,4,0,294,102,7570.95,1892.74,7,6.24,4,1.5,1,1,4.75,0,1,0.4154,Moderate Risk (40-69%),3144.97
CUST_002435,Consumer,Organic Search,Uttar Pradesh,6,6,0,119,210,25236.5,4206.08,8,6.0,4,1.3333333333333333,1,1,4.17,0,1,0.466,Moderate Risk (40-69%),11760.21
CUST_002436,Consumer,Referral,Haryana,3,2,1,398,86,3002.2,1501.1,2,9.92,2,1.0,1,1,3.67,1,1,0.5723,Moderate Risk (40-69%),1718.16
CUST_002437,Consumer,Paid Google Ads,Uttar Pradesh,2,2,0,95,113,2117.1,1058.55,2,5.0,2,1.0,0,1,5.0,0,1,0.3867,Low Risk (<40%),818.68
CUST_002438,Consumer,Email Campaign,West Bengal,2,2,0,397,109,3237.2,1618.6,2,8.9,2,1.0,0,1,5.0,0,1,0.4275,Moderate Risk (40-69%),1383.9
CUST_002439,Consumer,Paid Google Ads,Delhi,2,2,0,749,78,14446.25,7223.13,5,4.71,3,2.0,1,0,5.0,0,1,0.3366,Low Risk (<40%),4862.61
CUST_002440,Corporate,Referral,Delhi,1,1,0,595,0,2423.05,2423.05,1,4.9,1,6.0,1,0,1.0,1,1,0.8488,Critical Risk (>=70%),2056.68
CUST_002441,Consumer,Paid Google Ads,Uttar Pradesh,2,2,0,206,39,10542.05,5271.02,5,1.23,3,1.0,0,1,3.5,0,1,0.3549,Low Risk (<40%),3741.37
CUST_002442,Consumer,Social Media / Instagram,Tamil Nadu,3,3,0,674,84,8805.2,2935.07,3,6.51,2,1.0,0,1,3.67,1,1,0.542,Moderate Risk (40-69%),4772.42
CUST_002443,Consumer,Paid Google Ads,Uttar Pradesh,4,3,1,295,282,8626.25,2875.42,5,3.48,3,2.25,1,1,5.0,0,1,0.3508,Low Risk (<40%),3026.09
CUST_002444,Consumer,Organic Search,Gujarat,4,4,0,46,384,10422.2,2605.55,5,3.94,3,1.0,1,1,4.0,0,0,0.4182,Moderate Risk (40-69%),4358.56
CUST_002445,Consumer,Organic Search,Tamil Nadu,1,1,0,77,0,2089.05,2089.05,1,5.0,1,6.0,1,0,3.0,0,0,0.6668,Moderate Risk (40-69%),1392.98
CUST_002446,Corporate,Paid Google Ads,Rajasthan,1,1,0,189,0,3149.1,3149.1,1,10.0,1,1.0,0,1,1.0,1,1,0.858,Critical Risk (>=70%),2701.93
CUST_002447,Consumer,Paid Google Ads,Gujarat,5,5,0,306,184,21712.05,4342.41,8,0.63,4,1.0,0,1,4.6,0,1,0.4759,Moderate Risk (40-69%),10332.76
CUST_002448,Corporate,Email Campaign,West Bengal,1,1,0,81,0,2999.0,2999.0,1,0.0,1,1.0,0,1,2.0,1,0,0.7748,Critical Risk (>=70%),2323.63
CUST_002449,Consumer,Paid Google Ads,Maharashtra,1,1,0,811,0,4588.3,4588.3,2,15.0,1,1.0,0,1,1.0,1,1,0.8557,Critical Risk (>=70%),3926.21
CUST_002450,Consumer,Paid Google Ads,Haryana,3,2,1,50,210,9590.25,4795.13,5,4.9,4,2.6666666666666665,1,0,3.67,1,0,0.42,Moderate Risk (40-69%),4027.9
CUST_002451,Consumer,Email Campaign,Rajasthan,1,1,0,275,0,7649.1,7649.1,1,10.0,1,1.0,1,0,1.0,1,1,0.812,Critical Risk (>=70%),6211.07
CUST_002452,Consumer,Social Media / Instagram,Delhi,4,4,0,580,192,18393.25,4598.31,5,4.96,3,2.0,1,1,3.25,1,1,0.6366,Moderate Risk (40-69%),11709.14
CUST_002454,Corporate,Social Media / Instagram,Gujarat,1,1,0,221,0,2343.15,2343.15,1,14.73,1,1.0,0,1,1.0,1,1,0.8453,Critical Risk (>=70%),1980.66
CUST_002455,Consumer,Organic Search,Maharashtra,8,8,0,640,311,23979.65,2997.46,16,3.39,5,1.25,1,1,4.13,1,1,0.5111,Moderate Risk (40-69%),12256.0
CUST_002456,SME,Organic Search,Maharashtra,4,4,0,270,338,14031.3,3507.82,6,4.75,5,2.25,1,1,4.25,0,1,0.4198,Moderate Risk (40-69%),5890.34
CUST_002457,Consumer,Organic Search,Delhi,4,4,0,202,131,15369.2,3842.3,7,2.78,4,1.0,1,1,4.25,1,1,0.4998,Moderate Risk (40-69%),7681.53
CUST_002458,Consumer,Social Media / Instagram,Rajasthan,5,4,1,198,480,14642.4,3660.6,6,4.97,3,1.0,1,1,4.6,0,1,0.5102,Moderate Risk (40-69%),7470.55
CUST_002459,Corporate,Organic Search,Haryana,7,7,0,247,299,32105.55,4586.51,12,4.3,4,2.0,1,1,4.43,0,1,0.3778,Low Risk (<40%),12129.48
CUST_002460,Consumer,Paid Google Ads,Rajasthan,1,1,0,491,0,2499.0,2499.0,1,0.0,1,1.0,0,0,2.0,1,1,0.8621,Critical Risk (>=70%),2154.39
CUST_002461,Corporate,Social Media / Instagram,Telangana,3,3,0,740,82,9318.2,3106.07,4,4.8,3,2.6666666666666665,1,1,3.67,1,1,0.5407,Moderate Risk (40-69%),5038.35
CUST_002462,Consumer,Paid Google Ads,Karnataka,5,5,0,195,387,6014.05,1202.81,6,0.7,3,1.4,1,1,4.4,0,1,0.5116,Moderate Risk (40-69%),3076.79
CUST_002463,Consumer,Referral,Maharashtra,1,1,0,520,0,1538.2,1538.2,1,18.96,1,3.0,1,0,1.0,1,1,0.7663,Critical Risk (>=70%),1178.72
CUST_002464,SME,Email Campaign,Delhi,1,1,0,284,0,1398.0,1398.0,1,0.0,1,3.0,1,0,2.0,1,1,0.8623,Critical Risk (>=70%),1205.5
CUST_002465,SME,Organic Search,Gujarat,1,1,0,834,0,2564.05,2564.05,1,5.0,1,1.0,1,0,3.0,0,1,0.807,Critical Risk (>=70%),2069.19
CUST_002466,Consumer,Email Campaign,Uttar Pradesh,4,4,0,118,170,16841.75,4210.44,8,8.07,4,1.0,1,1,4.0,1,1,0.5478,Moderate Risk (40-69%),9225.91
CUST_002467,SME,Email Campaign,Gujarat,2,2,0,758,130,5757.05,2878.53,2,2.5,1,1.0,1,0,4.5,0,1,0.3442,Low Risk (<40%),1981.58
CUST_002468,Consumer,Paid Google Ads,West Bengal,3,3,0,538,260,28375.2,9458.4,5,5.0,4,1.0,0,1,3.67,1,1,0.5716,Moderate Risk (40-69%),16219.26
CUST_002469,Consumer,Email Campaign,Telangana,3,2,1,798,149,2621.15,1310.58,2,7.15,2,2.6666666666666665,1,1,4.33,0,1,0.3692,Low Risk (<40%),967.73
CUST_002470,Consumer,Social Media / Instagram,Delhi,2,2,0,577,126,4745.0,2372.0,3,0.0,3,1.0,0,1,5.0,0,1,0.3584,Low Risk (<40%),1700.61
CUST_002471,Consumer,Social Media / Instagram,Uttar Pradesh,1,1,0,196,0,1448.1,1448.1,1,9.38,1,3.0,1,0,1.0,1,1,0.8481,Critical Risk (>=70%),1228.13
CUST_002472,Consumer,Organic Search,Karnataka,7,6,1,23,311,20161.6,3360.27,8,7.83,4,3.0,1,1,4.57,1,0,0.3715,Low Risk (<40%),7490.03
CUST_002473,Consumer,Organic Search,Rajasthan,2,2,0,416,76,3456.35,1728.17,3,11.31,3,2.0,1,1,4.5,0,1,0.445,Moderate Risk (40-69%),1538.08
CUST_002474,Consumer,Social Media / Instagram,Maharashtra,2,2,0,506,124,2598.0,1299.0,2,0.0,2,2.0,1,0,5.0,0,1,0.4311,Moderate Risk (40-69%),1120.0
CUST_002475,Consumer,Organic Search,Haryana,1,1,0,619,0,2124.15,2124.15,1,15.0,1,6.0,1,0,3.0,0,1,0.7841,Critical Risk (>=70%),1665.55
CUST_002476,Consumer,Organic Search,Haryana,3,3,0,421,91,21859.2,7286.4,6,3.85,3,1.6666666666666667,1,1,3.33,1,1,0.7113,Critical Risk (>=70%),15548.45
CUST_002477,Corporate,Referral,Karnataka,10,9,1,368,488,30195.2,3355.02,14,4.35,4,2.6,1,1,3.9,2,1,0.567,Moderate Risk (40-69%),17120.68
CUST_002478,Consumer,Organic Search,Delhi,7,6,1,591,316,15990.400000000001,2665.07,6,6.62,3,1.2857142857142858,1,1,4.0,1,1,0.5419,Moderate Risk (40-69%),8665.2
CUST_002479,SME,Organic Search,Tamil Nadu,1,1,0,959,0,12096.0,12096.0,2,0.0,2,1.0,0,1,1.0,1,1,0.7788,Critical Risk (>=70%),9420.36
CUST_002481,Consumer,Organic Search,Gujarat,6,6,0,69,181,14641.15,2440.19,6,2.46,4,1.8333333333333333,1,1,4.0,1,0,0.6075,Moderate Risk (40-69%),8894.5
CUST_002482,Consumer,Email Campaign,Karnataka,3,3,0,737,234,14146.25,4715.42,3,8.33,2,1.0,1,1,3.67,1,1,0.5001,Moderate Risk (40-69%),7074.54
CUST_002483,Consumer,Organic Search,Tamil Nadu,1,1,0,646,0,1663.15,1663.15,1,14.62,1,3.0,1,0,3.0,0,1,0.744,Critical Risk (>=70%),1237.38
CUST_002484,SME,Social Media / Instagram,Tamil Nadu,1,1,0,467,0,2087.2,2087.2,2,9.64,2,3.0,1,0,1.0,1,1,0.8748,Critical Risk (>=70%),1825.88
CUST_002486,Consumer,Organic Search,West Bengal,3,3,0,581,189,11833.45,3944.48,4,10.79,3,1.0,0,1,4.0,0,1,0.3938,Low Risk (<40%),4660.01
CUST_002487,Consumer,Social Media / Instagram,Haryana,8,8,0,553,342,27522.95,3440.37,11,3.11,5,1.625,1,1,4.75,0,1,0.4046,Moderate Risk (40-69%),11135.79
CUST_002488,Consumer,Social Media / Instagram,Gujarat,4,4,0,159,204,14661.1,3665.28,6,2.0,3,2.25,1,1,3.5,1,1,0.56,Moderate Risk (40-69%),8210.22
CUST_002489,Consumer,Organic Search,Uttar Pradesh,1,1,0,716,0,2249.1,2249.1,1,10.0,1,1.0,0,1,1.0,1,1,0.8221,Critical Risk (>=70%),1848.99
CUST_002490,Consumer,Referral,Tamil Nadu,3,3,0,53,219,5645.15,1881.72,3,4.88,3,1.0,1,1,5.0,0,0,0.3255,Low Risk (<40%),1837.5
CUST_002491,Consumer,Paid Google Ads,Delhi,4,3,1,87,135,8200.05,2733.35,6,0.97,4,1.0,0,1,5.0,0,0,0.3455,Low Risk (<40%),2833.12
CUST_002492,Consumer,Referral,Uttar Pradesh,7,7,0,206,312,23929.45,3418.49,9,4.7,5,1.5714285714285714,1,1,3.43,2,1,0.526,Moderate Risk (40-69%),12586.89
CUST_002493,Consumer,Referral,Karnataka,1,1,0,604,0,2849.05,2849.05,1,5.0,1,1.0,0,1,1.0,1,1,0.814,Critical Risk (>=70%),2319.13
CUST_002494,Corporate,Paid Google Ads,Rajasthan,1,1,0,227,0,1079.1,1079.1,1,10.0,1,1.0,0,1,1.0,1,1,0.8809,Critical Risk (>=70%),950.58
CUST_002495,SME,Paid Google Ads,West Bengal,4,4,0,102,356,10076.2,2519.05,5,3.95,3,1.5,1,1,4.25,0,1,0.4757,Moderate Risk (40-69%),4793.25
CUST_002496,Consumer,Social Media / Instagram,West Bengal,1,1,0,738,0,4477.1,4477.1,3,2.5,2,1.0,0,1,3.0,0,1,0.8615,Critical Risk (>=70%),3857.02
CUST_002497,Consumer,Paid Google Ads,Maharashtra,5,5,0,35,462,27081.25,5416.25,8,2.8,3,3.2,1,0,4.6,0,0,0.3679,Low Risk (<40%),9963.19
CUST_002498,SME,Paid Google Ads,Uttar Pradesh,8,8,0,405,410,36080.55,4510.07,12,4.23,5,1.875,1,1,4.25,0,1,0.5008,Moderate Risk (40-69%),18069.14
CUST_002499,Corporate,Referral,Uttar Pradesh,2,2,0,36,130,3095.0,1547.0,3,0.0,2,1.0,0,1,4.5,0,0,0.369,Low Risk (<40%),1142.06
CUST_002500,Consumer,Paid Google Ads,Delhi,1,1,0,136,0,949.05,949.05,1,5.0,1,1.0,0,1,1.0,1,1,0.8812,Critical Risk (>=70%),836.3
CUST_002501,Consumer,Organic Search,Delhi,10,9,1,406,469,23060.35,2562.26,12,3.05,4,1.4,1,1,3.8,3,1,0.5795,Moderate Risk (40-69%),13363.47
CUST_002502,Consumer,Organic Search,West Bengal,5,5,0,69,394,18414.5,3682.9,7,6.77,3,1.0,0,1,4.6,0,0,0.42,Moderate Risk (40-69%),7734.09
CUST_002503,Consumer,Paid Google Ads,Telangana,2,2,0,93,135,5597.2,2798.6,2,10.0,1,1.0,1,1,3.0,1,1,0.568,Moderate Risk (40-69%),3179.21
CUST_002504,Consumer,Social Media / Instagram,Uttar Pradesh,6,6,0,405,208,18936.6,3156.1,10,9.51,4,2.1666666666666665,1,1,4.0,1,1,0.6276,Moderate Risk (40-69%),11884.61
CUST_002505,SME,Social Media / Instagram,Karnataka,4,4,0,532,296,14778.15,3694.54,8,2.44,4,2.25,1,1,4.0,0,1,0.411,Moderate Risk (40-69%),6073.82
CUST_002506,Consumer,Organic Search,West Bengal,1,1,0,659,0,4548.1,4548.1,1,9.9,1,1.0,0,1,2.0,1,1,0.8409,Critical Risk (>=70%),3824.5
CUST_002507,Consumer,Social Media / Instagram,Gujarat,4,3,1,184,161,7608.35,2536.12,4,8.52,3,2.25,1,1,4.75,0,1,0.3589,Low Risk (<40%),2730.64
CUST_002508,Consumer,Social Media / Instagram,Delhi,1,1,0,147,0,3098.0,3098.0,1,0.0,1,1.0,0,1,1.0,1,1,0.8326,Critical Risk (>=70%),2579.39
CUST_002509,Consumer,Paid Google Ads,Delhi,5,5,0,451,500,32657.35,6531.47,11,3.34,4,1.0,0,1,4.8,0,1,0.4418,Moderate Risk (40-69%),14428.02
CUST_002510,Consumer,Organic Search,Uttar Pradesh,4,4,0,631,104,6354.3,1588.58,4,7.25,1,1.0,0,1,4.25,0,1,0.5153,Moderate Risk (40-69%),3274.37
CUST_002511,Corporate,Email Campaign,Gujarat,2,2,0,72,96,15743.05,7871.52,4,1.65,2,1.0,1,0,4.5,0,0,0.3105,Low Risk (<40%),4888.22
CUST_002512,SME,Social Media / Instagram,Gujarat,3,3,0,748,95,17830.05,5943.35,7,0.96,3,1.6666666666666667,1,1,5.0,0,1,0.353,Low Risk (<40%),6294.01
CUST_002513,SME,Social Media / Instagram,Rajasthan,1,1,0,142,0,1398.0,1398.0,1,0.0,1,1.0,0,1,3.0,0,1,0.8618,Critical Risk (>=70%),1204.8
CUST_002514,SME,Organic Search,West Bengal,2,2,0,46,25,7690.15,3845.07,3,4.82,3,3.5,1,0,4.5,0,0,0.1845,Low Risk (<40%),1418.83
CUST_002515,Consumer,Paid Google Ads,Delhi,1,1,0,499,0,3898.05,3898.05,1,4.88,1,1.0,0,1,1.0,1,1,0.8269,Critical Risk (>=70%),3223.3
